accession_number	call_number	title	author	book_place	book_publisher	year	book_edition	description	book_isbn	book_supplementary	subject
7051	BD 21 M7341 1955	Introduction to philosophy through the philosophy of man	"Montemayor, Felix M."	Mandaluyong City	National Book Store	1970	Revised	268 pages ; 23cm 	9710858149		Philosophy -- Introductions.
1492	BD 21 M7645 1995	Introduction to philosophy	"Montemayor, Felix M."	Philippines	National Bookstore	1995	na	na	9710858149		Philosophy.
1463	BD 21 N359 2010	Modern and contemporary philosophy	"Nery, Maria Imelda Nabor"	Philippines	National Bookstore	2010	NA	NA	971086931		Philosophy.
1461	BD 21 T818 1995	Philosophy an introduction	"Tubeio, Amable G."	USA	Academic Publishing Corporation	1995	NA	NA	9717070008		Philosophy.
7734	BD 21 Z946 2000	Philosophy made easy	"Zulueta, Francisco & Costales, Nestor Edilberto"	Navotas	National Book Store	2000	na	na	9710861093		
1458	BD 232 G6611 1988	Filipino values revisited	"Gorospe, Vitaliano R."	Philippines	"National Book Store, Inc."	1998	N/A	429 pages ; 22 cm	9710842536		Values--National characteristics--Filipino.
2903	BD 450 B9281 2006                	The meaning of human existence	"Buenaflor, Lionel E."	"Mandaluyong City, Philippines"	Books Atbp. Publishing Corp.	2006	N/A	260 pages ; illustration ; 22 cm	9710388258		Philosophical Anthropology. Human beings. Philosophy.
2893	BD 450 C3341 2009                	Everyday human :  a philosophical quest into everyday life	"Castro, Francisco C."	"Mandaluyong City, Philippines"	Books Atbp. Publishing Corp.	2009	N/A	242 pages ; 23 cm	9710388509		"Ethics,
Social ethics."
1457	BD 450 C9551 1995	Philosophy of man 	"Cruz, Corazon L."	Philippines	"National Book Store, Inc."	1995	3rd	NA	9710858858		Philosophy.
1471	BD 450 C9551 1995 c.5	Philosophy of man	"Cruz, Corazon L."	Philippines	"National Book Store, Inc."	1995	3rd	236 pages ; 22 cm	9710858858		Philosophy.
1467	BD 450 C9573 1995 c.1	Philosophy of man	Corazon L. Cruz	Philippines	"National Book Store, Inc."	1995	NA	NA	9710858858		"Philosophy, Philippines. Philosophy."
1468	BD 450 C9573 1995 c.2	Philosophy of man	Corazon L. Cruz	Philippines	"National Book Store, Inc."	1995	NA	NA	9710858858		"Philosophy, Philippines. Philosophy."
1470	BD 450 C9573 1995 c.4	Philosophy of man	Corazon L. Cruz	Philippines	"National Book Store, Inc."	1995	NA	NA	9710858858		"Philosophy, Philippines. Philosophy."
1465	BD 450 D98 1986 c.1	Philosophy of man : selected readings	"Dy, Manuel B. Jr"	China	JMC Press Inc.	1986	NA	NA	9711201127		Man. Life.
1466	BD 450 D98 1986 c.2	Philosophy of man : selected readings	Corazon L. Cruz	Philippines	"National Book Store, Inc."	1995	NA	NA	9711201127		"Philosophy, Philippines. Philosophy."
1437	BD 450 M188 2006	Philosophy of the human being	"Maguigag, Rogelio B., Singson, Jose Florante"	"Manila, Philippines"	Libro Filipino Enterprises	2006	N/A	216 pages ; 25 cm	NA		Philosophical Anthropology--Human Beings--Philosophy.
5564	BD 450 T112 2010	Philosophy of human existence	"Tabin, Violeta G."	Malabon City	"Mutya Publishing House, Inc."	2010	NA	137 pages ; illustrations ; 26 cm	9.78972E+12		Philosophical Anthropology--Human Beings--Philosophy.
7848	BD 638 M7341 2007	Introduction to philosophy	Montemayor	Philippines	National Book Store	2007	Revised	266 pages ; 22 cm	9710858149		Philosophy.
5643	BD450 M534 2018 c.1	Introduction to psychology of the human person	"Mendoza, Ernesto H. "	"Intramuros, Manila"	Unlimited Books Library  Sevices & Publishing Inc.	2018	NA	275 pages ; illustrations ; 25 cm	9.78621E+12		Philosophy.
5644	BD450 M534 2018 c.2	Introduction to psychology of the human person	"Mendoza, Ernesto H. "	"Intramuros, Manila"	Unlimited Books Library  Sevices & Publishing Inc.	2018	NA	275 pages ; illustrations ; 25 cm	9.78621E+12		Philosophy.
5291	BF 1040 S2911 1980	Psychic-Nexus :  Psychic Phenomena in Psychiatry and Everyday	"Schwarz, Berthold Eric  M.D."	New York	Van Nostrand Reinhold Company	1980	na	308 pages ; illustrations ; 24 cm	442252102		Psychical Research -- Case Studies. Psychiatry -- Case Studies.
5290	BF 1040 T8191 2018	Psychology of Learning & Instruction	"Tria, Geraldine E. "	Quezon City	Pantas Publishing	2018	na	na	9.78622E+12		Psychology.
1027	BF 108 P421 1995	"Sikolohiyang Pilipino :  Teorya, Metodo at Gamit"	"Pe-pua, Rogelia"	Philippines	Surian ng Sikolohiyang Pilipino	1995	na	na	9715420672		"Filipinos--Psychology. ; Social psychology--Philippines. ; National characteristics, Philippine."
8115	BF 109 A6461 2007	Introducing Freud : a graphic guide to the father of psychoanalysis	"Appignanesi, Richard and Zarate, Oscar "	London	Icon Books Ltd	2007	na	176 pages ; illustrations ; 17 cm	9.78184E+12		"Psychology -- Freud -- Psychoanalysts -- Austria -- Biography.
 Psychoanalysis."
6875	BF 121 A282 1999	Introduction to Psychology	"Aguirre, Felisa U. "		Mutya Publishing House	2011	2011	na	9.78972E+12		
6932	BF 121 B425 1996	General psychology	"Beltran, Jane Q."	Quezon City	Rex Book Store	2000	Revised Edition	202 pages ; illustrations ; 22 cm	9712319334		Psychology -- Textbooks
6616	BF 121 B976 1996	"Psychological, Anthropological, and Sociological Foundations of Education"	"Bustos, Alicia S. & Espiritu, Socorro C."	"Quezon City, Philippines"	"Katha Publishing Co., Inc"	1996	2nd	99 pages ; 25 cm	N/A		"Educational psychology. -- 
Educational anthropology. -- 
Educational sociology."
7059	BF 121 B976 1999	Introduction to psychology	"Bustos, Alicia S."	"Quezon City, Philippines"	"Katha Publishing Co., Inc."	1999	3rd	356 pages ; illustrations ; 25 cm	9715740219		Psychology.
4673	BF 121 E2441 2015 c.2   	Human behavior and crisis management 	"Eduardo, Jesster P. and Panganoron, Carlito R."	"Quezon City, Philippines"	"Wiseman's Book Trading, Inc."	2015	N/A	181 pages ; 22 cm	9.78972E+12		Psychology. -- Human behavior. -- Crisis management.
4755	BF 121 E2441 2015 c.3   	Human behavior and crisis management	"Eduardo, Jesster P. and Panganoron, Carlito R."	"Quezon City, Philippines"	"Wiseman's Book Trading, Inc."	2015	N/A	181 pages ; 22 cm	9.78972E+12		Psychology. -- Human behavior. -- Crisis management.
4756	BF 121 E2441 2015 c.4   	Human behavior and crisis management	"Eduardo, Jesster P. and Panganoron, Carlito R."	"Quezon City, Philippines"	"Wiseman's Book Trading, Inc."	2015	N/A	181 pages ; 22 cm	9.78972E+12		Psychology. -- Human behavior. -- Crisis management.
4672	BF 121 E2442 2015    	Human behavior and crisis management	"Eduardo, Jesster P. & Panganoron, Carlito R."	Quezon City	"Wiseman's Book Trading, Inc."	2015	na	na	9.78972E+12		Psychology. Human behavior. Crisis management.
6908	BF 121 E9211 2000	Introduction ot Psychology with Questions and Answers	"Evangelista, Lourdes L. "		Booklore Publishing Corporation	2000	Revised Edition	na	187		Psychology
6880	BF 121 F311 2008	Understanding psychology	"Feldman, Robert S."	USA	McGraw Hill Education	2008	8th	618 pages ; illustrations ; 25 cm	9.78007E+12		Psychology
5922	BF 121 G924 2014 2e c.1	Human behavior and crisis management	"Guevarra, Dean Ricardo M. "	"Quezon City, Philippines"	"Wiseman's Books Trading, Inc."	2014	2nd	111 pages ; 22 cm	9.78972E+12		Crisis management -- Human behavior -- Psychology.
5923	BF 121 G924 2014 2e c.2	Human behavior and crisis management	"Guevarra, Dean Ricardo M. "	"Quezon City, Philippines"	"Wiseman's Books Trading, Inc."	2014	2nd	111 pages ; 22 cm	9.78972E+12		Crisis management -- Human behavior -- Psychology.
5924	BF 121 G924 2014 2e c.3	Human behavior and crisis management	"Guevarra, Dean Ricardo M. "	Quezon City	"Wiseman's Books Trading, Inc."	2014	2nd	111 pages ; 22 cm	9.78972E+12		Crisis management -- Human behavior -- Psychology.
5209	BF 121 K1911 1995	Psychology	"Kassin, Saul "	Boston	Houghton Mifflin Company	1995	NA	99 pages ; color illustrations ; 29 cm	395526817		Psychology--Textbooks.
5583	BF 121 R685 2009	Understanding human behavior	"Rodriguez, Tessie J. "	Manila	Rex Book Store	2009	na	na	9.78971E+12		
7992	BF 121 S7751 2002	Psychology :  themes and variation 	"Stalling, Richard B."	United States of America	Wadsworth Publishing Co. Inc.	2002	5th	271 pages ; illustrations ; 28 cm	9.78053E+12		Psychology--Textbooks.
6931	BF 121 T8191 2012	General Psychology	"Tria, Geraldine E. "	Quezon City	Ken Inc.	2012	6th	NA	9718558560		Psychology -- Textbooks
3303	BF 131 A656 2015 c.1	Psychology	"Aquino, Avelina M."	"Malabon City, Philippines"	Jimczyville  Publications	2015	NA	312 pages ; illustrations ; 23 cm	9.78972E+12		Psychology.
4635	BF 131 A656 2015 c.2	Psychology	"Aquino, Avelina M. and Vigonte, Florinda G."	"Malabon City, Philippines"	Jimczyville Publication	2015	N/A	312 pages ; illustrations ; 23 cm	9.78972E+12		Psychology.
1507	BF 131 B425 1996 c.1	General psychology	"Beltran, Jane Q."	Philippines	Rex Bookstore	1996	Revised Edition	202 pages ; illustrations ; 22 cm	9712319334		Psychology.
1516	BF 131 B425 1996 c.2	General psychology	"Beltran, Jane Q."	Philippines	Rex Bookstore	1996	Revised Edition	na	9712319334		Psychology
1506	BF 131 G127  2000	General psychology	"Gaerlan, Josefina"	Quezon City	KEN INC.	2000	5th	272 pages ; illustrations ; 22 cm	9718558403		Psychology.
1430	BF 131 G354 2002	Psychology and life (study guide with practice tests for Gerrig and Zimbardo)	"Gerrig, Richard"	Singapore	A Pearson Education Company	2002	na	NA	205344569		Psychology
1485	BF 131 H6501 2013 c.5	General psychology 	"Ho, Victoria F."	Philippines	Jimczyville Publications	2013	na	na	9.78971E+13		Psychology
1481	BF 131 H6781 2013 c.1	General psychology	"Ho, Victoria F."	Philippines	Jimczyville Publications	2013	na	na	9.78971E+12		Psychology
1482	BF 131 H6781 2013 c.2	General psychology 	"Ho, Victoria F."	Philippines	Jimczyville Publications	2013	NA	246 pages ; illustrations ; 23 cm	9.78971E+12		Psychology.
1483	BF 131 H6781 2013 c.3	General psychology 	"Ho, Victoria F."	Philippines	Jimczyville Publications	2013	NA	NA	9.78971E+13		Psychology
1484	BF 131 H6781 2013 c.4	General psychology 	"Ho, Victoria F."	Philippines	Jimczyville Publications	2013	na	246 pages ; illustrations ; 23 cm	9.78971E+13		Psychology.
1505	BF 131 K122 1999	General psychology	"Kahayon, Alicia H."	Philippines	National Bookstore	1999	4th	na	9710859692		Psychology
1496	BF 131 K1911 2003 c.2	Understanding psychology 	"Kasschau, Richard A."	New York	Glencoe/McGraw-Hill	2003	NA	"	674 pages ; illustrations, color ; 26 cm"	78285714		Psychology.
1497	BF 131 K1911 2003 c.3	Understanding psychology 	"Kasschau, Richard A."	New York	Glencoe/McGraw-Hill	2003	NA	"	674 pages ; illustrations, color ; 26 cm"	78285714		Psychology.
1499	BF 131 K1911 2003 c.5	Understanding psychology 	"Kasschau, Richard A."	New York	Glencoe/McGraw-Hill	2003	NA	"	674 pages ; illustrations, color ; 26 cm"	78285716		Psychology.
1520	BF 131 M9921 2007 c.4	 Psychology 	"Myers, David G."	USA	Catherine Woods	2007	11th	na	716728306		Psychology
1517	BF 131 M9961 2007 c.1	 Psychology	"Myers, David G."	USA	Catherine Woods	2007	8th	"	928 pages ; illustrations, color ; 29 cm"	716728303		Psychology.
1518	BF 131 M9961 2007 c.2	 Psychology 	"Myers, David G."	USA	Catherine Woods	2007	8th	"	928 pages ; illustrations, color ; 29 cm"	716728303		Psychology.
1519	BF 131 M9961 2007 c.3	 Psychology	"Myers, David G."	USA	Catherine Woods	2007	8th	"	928 pages ; illustrations, color ; 29 cm"	716728303		Psychology.
1513	BF 131 Q61 1984	Applying psychology	"Quinn, Virginia Nichols"	New York	McGraw-Hill Inc.	1984	3rd	544 pages ; illustrations ; 25 cm 	70513392		Psychology -- Applied.
1493	BF 131 T6829 2003	Psychology in action 	"Trajeco, Ma. Shirley C."	[s.l]	MMRC Publication	2003	na	na	9719302828		Psychology
1495	BF 131 T6829 2003 c.1	Understanding psychology	"Kasschau, Richard A."	New York	Glencoe/McGraw-Hill	2003	na	na	78285712		Psychology
1498	BF 131 T6829 2003 c.4	Understanding psychology 	"Kasschau, Richard A."	New York	Glencoe/McGraw-Hill	2003	na	na	78285715		Psychology
8116	BF 149 N1471 2000	Kokology : the game of self-discovery	"Nagao, Tadahiko & Saito, Isamu"	New York	"Simon & Schuster, Inc."	2000	N/A	174 pages ; 18 cm	9.78068E+12		Psychology--Self-discovery
1588	BF 1584.P6 L9268 1982                          	Folk practices and beliefs of Leyte and samar	"Luangco, Gregorio C."	Tacloban City	Divine Word University Publications	1982	NA	141 pages ; illustrations ; 23 cm	9711060086		Belief and doubt. Folk practices. Folklore--Leyte. Folktore--Samar.
1436	BF 176 D326 2008	Uses of psychological tests	"De Jesus, Dr. Evangeline M."	Philippines	EDUCATIONAL PUBLISHING HOUSE 	2008	1st	128 pages ; 22 cm	9.78972E+12		Psychological tests.
7772	BF 181 M9961 1997	Experimentral psychology	"Myers, Anne and Hansen, Christine"	United States of America	Books/Cole Publishing Company	1997	4th	567 pages ; illustrations ; 22 cm	534339794		Experimentral Psychology.
4391	BF 181 M9961 2017 7e   	Experimental psychology	"Myers, Anne and Hansen, Christine"	USA	Cengage Learning	2017	7th	549 pages ; illustrations ; 23 cm	9.78981E+12		Psychology -- Physiological.
6912	BF 181 T8191 2014   	Experimental Psychology	"Tria, Geraldine E. "		Ken Inc.	2014	3rd	na	146		"Psychology, Physiological."
6935	BF 233 G258 1989	Sensory evaluations method 	"Gatchalian-Minoza, Miflora"	Quezon City	College of Home Economics	1989	NA	NA	NA		Senses and Sensation -- Testing
4409	BF 311 S7991 2017 7e   	Cognitive psychology	"Sternberg, Robert J. and Sternberg, Karin"	"Taguig City, Philippines"	Cengage Learning Asia	2017	7th	596 pages ; illustrations ; 25 cm	9.78981E+12		"Creative ability. Cognition. Psycholinguistics, Psychology -- History. Though and thinking."
7861	BF 318 A7271 1998	Awakening genuis in the classroom	"Armstrong, Thomas"	"Virginia, USA"	ASCD Publication	1998	N/A	81 pages ; 23 cm	871203022		Learning -- Psychology -- Motivation in Education
6784	BF 319 L7161 1974	Learning and the Control of Behavior	"Lieberman, David A."	New York	"Holt, Rinehart nad Winston"	1974	na	na	30019419		Conditions & response. Conditioning classical. Conditioning Operant. Learning
7462	BF 323 W4151 1988	The projection principle	"Weinberg, George and Rowe, Dianne"	New York	St. Martin's Press	1988	1st	259 pages ; 22 cm	31200057		Self-realization -- Projection(psychology) -- Social perception -- Interpersonal relations.
1536	BF 323.C5 M4651 2003  	Leadership promises for everyday	"Maxwell, John C."	China	"OMF Literature, Inc."	2003	na	na	9.78972E+12		Leadership--Psychology Aspects.
7958	BF 371 N822 1969	Memory and attention	"Norman, Donald A."	"New York, USA"	"John Wiley and Sons, Inc"	1969	na	201 pages ; illustrations ; 23 cm	N/A		
4267	BF 38 J831 2000 5e	General psychology 	"Josefina, Gaerlan, Limpingco Delia, Tria Geraldine"	      Quezon City	Ken Inc.	2000	 5th edition	"
272 pages :illustrations ; 22 cm"	9718558403		Psychology
6755	BF 430 A773 2010	Values and virtues: getting work done	"Arrogante, Constantina S. and Bilog, Erlinda A."	"Quezon City, Philippines"	"Vibal Publishing Hose, Inc."	2010	New	298 pages ; illustrations ; 25 cm	9.78971E+12		Values -- Textbooks. Virtues -- Textbooks.
6568	BF 481  F797 1983	"Human Stress, work and job satisfaction : A critical approach"	"Fraser, T.M. "	Switzerland	International Labour Office	1983	N/A	72 pages ; 24 cm	9221030423		Work -- Psychological Aspects
6625	BF 56 S194 1978 c.4	Psychology applied to business and industry	"Sanchez, Custodiosa Ancheta  & Elvi S. Berin"	Philippines	National Book Store	1997	NA	230 pages ; 22 cm	9710859366		"Psychology, Industrial."
6620	BF 56 S194 1987 c.1	Psychology applied to business and industry	"Sanchez, Custodiosa Ancheta "	Philippines	"National Book Store, Inc."	1987	Revised	176 pages ; 23 cm 	9710838814		"Psychology, Industrial."
6498	BF 56 S194 1987 c.2	Psychology applied to business and industry	"Sanchez, Custodiosa Ancheta"	Philippines	"National Book Store,Inc"	1987	Revised	176 pages ; 23 cm 	9710838814		"Psychology, Industrial."
6920	BF 56 S194 1987 c.3	Psychology applied to business and industry	"Sanchez, Custodiosa Ancheta"	Quezon City	National BookStore	1987	Revised Edition	176 pages ; 23 cm 	9710838814		"Psychology, Industrial."
7961	BF 56 S194 1997 	Psychology applied to business and industry	"Sanchez, Custodiosa A. & Berin, Elvi S."	Mandaluyong City	National Book Store	1997	3rd	230 pages ; 23 cm	9710859366		" Psychology, Industrial."
2475	BF 56 S194 1997 c.4 	Psychology applied to business and industry	"Sanchez, Custodiosa Ancheta  & Elvi S. Berin"	Philippines	National Book Store	1997	na	176 pages ; 23 cm	9710859366		"Psychology, Industrial."
7864	BF 575 A191 1980 	Understanding and managing stress : a book of readings	"Adams, John D."	United States of America	International Authors	1980	NA	217 pages ; 23 cm	883901587		Stress (Psychology) -- Prevention.
7825	BF 575 B976 1984	Loving each other	"Buscaglia, Leo"	United States of America	"Leo F. Buscaglia, Inc."	1984	na	NA	30000831		Love -- Interpersonal Relations.
2867	BF 575 B976 1986               	Bus 9 to paradise :  a loving voyage	"Buscaglia, Leo"	USA	"SLACK, Inc."	1986	na	276 pages ; 24 cm	688062938		Love. Self-Actualization. Interpersonal Relations.
1196	BF 575 C4511 1990	Healing your aloneness : finding love and wholeness through your inner child	"Chopich, Erika J. & Paul, Margaret"	USA	Harper & Row	1990	First	181 pages ; 23 cm 	62501496		Loneliness -- Self -- Inner child
